item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
fa7cb1130c4a09cd8966520eb003df4f,money-wise-financetracker,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'finance' and 'tracker' plainly name financial tracking function,1545,54,0.003630,2026-09-13T08:05:20Z
38a55b84d2cd12d64b37aa6d2a2064b9,local-zen-chat,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),"'chat' plainly names function, 'local' and 'zen' describe qualities",1543,58,0.003666,2026-09-13T08:05:22Z
e6e2c0695c94283b899a1efcb1ebd23b,holy-child,namestyle,claude-sonnet-5,2,Cannot tell,Phrase 'holy-child' has no clear function word; purpose unknown,1540,43,0.003510,2026-09-13T08:05:24Z
e005e847e82b61f30cc4bae0e8a8c2e5,clever-ai-toolkit-wizard,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),"'toolkit' names function; 'ai' names domain, despite 'wizard' flourish",1550,62,0.003720,2026-09-13T08:05:26Z
9daf36b85c99f38c59e2afc94b7f37c2,opzet-3d-website,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'website' plainly names the artefact; '3d' further describes it,1544,53,0.003618,2026-09-13T08:05:29Z
1a40caf8fe8e3f3df3bb8814f1dab04e,hack-nation-challenge-10,namestyle,claude-sonnet-5,2,Cannot tell,Hackathon/challenge naming gives no clue to actual software function,1547,40,0.003494,2026-09-13T08:05:31Z
a9cbdba39442bf26e67a569adbc2522e,marble-drop-draw,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'drop' and 'draw' plainly describe a marble-drop game mechanic,1544,59,0.003678,2026-09-13T08:05:33Z
1f4162c1a602efba02fe1f4831051435,tamra-ritual-design,namestyle,claude-sonnet-5,2,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'ritual' and 'design' evoke purpose metaphorically, no plain function word",1545,68,0.003770,2026-09-13T08:05:35Z
250c39ae11ba44ca4daa3268c619e342,chess-life-strategy,namestyle,claude-sonnet-5,2,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Strategy' hints at chess metaphor for life, not literal software function",1544,64,0.003728,2026-09-13T08:05:37Z
be4a969ee73a3d372fa967c3f689276c,guest-wiz,namestyle,claude-sonnet-5,2,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Guest' hints at hospitality, 'wiz' evokes a wizard-like helper metaphor.",1542,75,0.003834,2026-09-13T08:05:40Z
0bd21213e5e5e4fa5e17c68a9e2a22c6,knutsford-record-keeper,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'record-keeper' plainly names function; 'knutsford' is decorative place name.,1546,59,0.003682,2026-09-13T08:05:44Z
40eee3cde2ebc8a2851a2045cef292f0,oeuvres---vs,namestyle,claude-sonnet-5,2,Cannot tell,"Fragmented name 'oeuvres---vs' unclear purpose, acronym-like suffix uninformative",1544,55,0.003638,2026-09-13T08:05:46Z
b113af29e981331fd6aff79258c559c5,keyless-door-app,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'door-app' plainly names the artefact; 'keyless' describes its function.,1543,57,0.003656,2026-09-13T08:05:48Z
7aa0fa6df80f01333c4cdec911638239,ay-mdu-cab,namestyle,claude-sonnet-5,2,Cannot tell,Acronym fragments 'ay-mdu' plus 'cab' unclear combined meaning,1545,50,0.003590,2026-09-13T08:05:50Z
cadd230d356c616509f5693233b93732,dopaminaacai-cardapio,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),"'Cardapio' means menu, naming the software's function for the restaurant.",1548,56,0.003656,2026-09-13T08:05:52Z
7a5d02ab8871d8ae1ad2e82067f93609,keat-hong-seniors-connect,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'seniors-connect' plainly names audience and function; 'keat-hong' is a place.,1548,61,0.003706,2026-09-13T08:05:54Z
ef214a545e3e9637bbda57487ece8339,straightforward-import,namestyle,claude-sonnet-5,2,Cannot tell,"Adjective-plus-noun builder combination, no plain function word specified",1542,41,0.003494,2026-09-13T08:05:56Z
1116481b765b3ee0e0502f6df594f5fd,prototipo-visual-app,namestyle,claude-sonnet-5,2,Cannot tell,"Adjective-plus-noun builder combination, no clear function word beyond 'app'",1545,46,0.003550,2026-09-13T08:05:58Z
af3139cbf9126c1f4272776806a38983,clinic-buddy-chat,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'clinic' and 'chat' plainly name domain and function; 'buddy' decorative.,1546,62,0.003712,2026-09-13T08:06:00Z
